0 10 0 1 1 
0.0099999998 7.7023048 2.2851834 1 1 
0.02 6.2774949 3.6796424 1 1 
0.029999999 5.3090644 4.606348 1 1 
0.039999999 4.6087666 5.2571464 1 1 
0.050000001 4.0791483 5.7317004 1 1 
0.059999999 3.6647298 6.0869427 1 1 
0.07 3.331619 6.35777 1 1 
0.079999998 3.0579529 6.5667686 1 1 
0.090000004 2.8290026 6.7292051 1 1 
0.1 2.6344888 6.8557677 1 1 
0.11 2.4670241 6.9541616 1 1 
0.12 2.3211665 7.0300813 1 1 
0.13 2.1928222 7.0878224 1 1 
0.14 2.0788555 7.1306853 1 1 
0.15000001 1.9768256 7.1612463 1 1 
0.16 1.8848076 7.1815424 1 1 
0.17 1.801264 7.1932058 1 1 
0.18000001 1.7249539 7.1975565 1 1 
0.19 1.6548661 7.195673 1 1 
0.2 1.5901694 7.1884451 1 1 
0.20999999 1.5301756 7.17661 1 1 
0.22 1.4743102 7.1607852 1 1 
0.23 1.4220912 7.1414905 1 1 
0.23999999 1.3731117 7.119164 1 1 
0.25 1.327026 7.0941811 1 1 
0.25999999 1.2835388 7.0668612 1 1 
0.27000001 1.2423973 7.0374794 1 1 
0.28 1.2033834 7.0062733 1 1 
0.28999999 1.1663083 6.9734483 1 1 
0.30000001 1.1310079 6.9391842 1 1 
0.31 1.097339 6.9036384 1 1 
0.31999999 1.065176 6.8669472 1 1 
0.33000001 1.0344083 6.8292332 1 1 
0.34 1.004938 6.7906036 1 1 
0.34999999 0.97667849 6.7511539 1 1 
0.36000001 0.94955212 6.710969 1 1 
0.37 0.92348963 6.6701255 1 1 
0.38 0.89842868 6.6286917 1 1 
0.38999999 0.87431288 6.58673 1 1 
0.40000001 0.85109115 6.5442963 1 1 
0.41 0.82871687 6.5014415 1 1 
0.41999999 0.80714756 6.4582124 1 1 
0.43000001 0.78634393 6.4146514 1 1 
0.44 0.76627004 6.3707976 1 1 
0.44999999 0.74689227 6.3266878 1 1 
0.46000001 0.72817969 6.2823553 1 1 
0.47 0.71010327 6.2378306 1 1 
0.47999999 0.69263583 6.1931429 1 1 
0.49000001 0.67575198 6.1483192 1 1 
0.5 0.65942764 6.103385 1 1 
0.50999999 0.64364022 6.0583639 1 1 
0.51999998 0.62836826 6.0132775 1 1 
0.52999997 0.61359143 5.9681473 1 1 
0.54000002 0.59929031 5.9229927 1 1 
0.55000001 0.58544666 5.8778319 1 1 
0.56 0.5720427 5.8326836 1 1 
0.56999999 0.55906188 5.7875633 1 1 
0.57999998 0.54648805 5.742487 1 1 
0.58999997 0.53430581 5.6974692 1 1 
0.60000002 0.52250057 5.6525245 1 1 
0.61000001 0.51105821 5.607666 1 1 
0.62 0.49996522 5.5629063 1 1 
0.63 0.48920858 5.5182571 1 1 
0.63999999 0.47877589 5.4737301 1 1 
0.64999998 0.46865517 5.4293356 1 1 
0.66000003 0.45883495 5.3850837 1 1 
0.67000002 0.44930416 5.3409843 1 1 
0.68000001 0.44005227 5.2970462 1 1 
0.69 0.43106908 5.2532778 1 1 
0.69999999 0.42234477 5.2096877 1 1 
0.70999998 0.41386998 5.1662827 1 1 
0.72000003 0.40563565 5.1230702 1 1 
0.73000002 0.39763317 5.0800576 1 1 
0.74000001 0.38985416 5.03725 1 1 
0.75 0.38229066 4.9946542 1 1 
0.75999999 0.37493494 4.9522753 1 1 
